augmented,original,category
"Our first two campaigns in 2017 and 2019 were a huge success, laying the foundation for our company! Since then, we’ve proudly manufactured and shipped over 25,000 cycling products to customers in more than 110 countries!","The success of our first two campaigns, in 2017 | 2019, laid a strong foundation for our company and since then we have manufactured and shipped over 25,000 cycling products to customers across 110+ countries.",1
"The success of our first two campaigns, launched in 2017 and 2019, provided a strong foundation for our company. Since then, we have manufactured and shipped over 25,000 cycling products to customers in more than 110 countries.","The success of our first two campaigns, in 2017 | 2019, laid a strong foundation for our company and since then we have manufactured and shipped over 25,000 cycling products to customers across 110+ countries.",1
"For this new tail light design, we have secured partnerships with leading manufacturers and export companies, ensuring shipment within 15 days of successful project funding, allowing you to enjoy your LUCIA during the winter.","For this new Tail light Design, we have identified and locked top manufacturers & export companies who will be able to ship within 15 days of successful project funding, so you can enjoy your own LUCIA during the winter.",1
"We’ve teamed up with top manufacturers and export companies for this new tail light design, so once the project is funded, they’ll be able to ship within 15 days, and you can enjoy your LUCIA this winter.","For this new Tail light Design, we have identified and locked top manufacturers & export companies who will be able to ship within 15 days of successful project funding, so you can enjoy your own LUCIA during the winter.",1
"For our new tail light design, we’ve locked in partnerships with the best manufacturers and export companies, so as soon as the project is funded, they’ll ship within just 15 days—meaning you’ll be able to enjoy your LUCIA this winter!","For this new Tail light Design, we have identified and locked top manufacturers & export companies who will be able to ship within 15 days of successful project funding, so you can enjoy your own LUCIA during the winter.",1
"For the new tail light design, we have partnered with top-tier manufacturers and export companies that will ship the product within 15 days of successful project funding, ensuring you can use your LUCIA during the winter season.","For this new Tail light Design, we have identified and locked top manufacturers & export companies who will be able to ship within 15 days of successful project funding, so you can enjoy your own LUCIA during the winter.",1
"Our expertise is evident in our work, as we have become true professionals through our experience, the quality of our products, and the feedback from our customers around the world.","We know perfectly what we are doing, WE HAVE BECAME TRUE PROFESSIONALS thanks to the experience, the quality of all our products and all the feedback we have received from our customers around the world.",1
"We've learned a lot from our journey, and we're proud to call ourselves experts in our field. Our products are high-quality and reflect the feedback we've gotten from our amazing customers all over the world.","We know perfectly what we are doing, WE HAVE BECAME TRUE PROFESSIONALS thanks to the experience, the quality of all our products and all the feedback we have received from our customers around the world.",1
"We are confident in our skills and expertise, WE HAVE BECOME TRUE PROFESSIONALS thanks to our experience, the quality of our products and the feedback from our customers worldwide.","We know perfectly what we are doing, WE HAVE BECAME TRUE PROFESSIONALS thanks to the experience, the quality of all our products and all the feedback we have received from our customers around the world.",1
"Our expertise is evident in our work, as we have become true professionals through our experience, the quality of our products, and the feedback from our customers around the world.","We know perfectly what we are doing, WE HAVE BECAME TRUE PROFESSIONALS thanks to the experience, the quality of all our products and all the feedback we have received from our customers around the world.",1
"Hello, I am an experienced PC builder and IT specialist with extensive expertise.","Hi, I am a veteran PC builder and IT shaman.",1
"Hey, I’m a seasoned PC builder and IT shaman.","Hi, I am a veteran PC builder and IT shaman.",1
Hi there! I’m a veteran PC builder and IT shaman with loads of experience!,"Hi, I am a veteran PC builder and IT shaman.",1
"Greetings, I am a veteran PC builder and an IT expert with a wealth of knowledge in the field.","Hi, I am a veteran PC builder and IT shaman.",1
"My profession is web development, which means I create websites for various purposes.
",I make a living as a professional web developer (I make websites).,1
I'm a web developer. That's how I make money by building websites.,I make a living as a professional web developer (I make websites).,1
I'm a passionate web developer who creates amazing websites for a living.,I make a living as a professional web developer (I make websites).,1
"My profession is web development, which means I create websites for a living.",I make a living as a professional web developer (I make websites).,1
"My background is in thermodynamic physics, which gives me a solid understanding of cooling and heat exchange (crucial for this project).","I have a degree in thermodynamic physics, so I know quite a bit about cooling and heat exchange (important for this project).",0
"My background is in thermodynamic physics, which gives me a lot of insight into cooling and heat exchange (crucial for this project).","I have a degree in thermodynamic physics, so I know quite a bit about cooling and heat exchange (important for this project).",0
"My background in thermodynamic physics gives me a lot of insight into cooling and heat exchange, which are crucial for this project.","I have a degree in thermodynamic physics, so I know quite a bit about cooling and heat exchange (important for this project).",0
"My background is in thermodynamic physics, which gives me a lot of insight into cooling and heat exchange (crucial for this project).","I have a degree in thermodynamic physics, so I know quite a bit about cooling and heat exchange (important for this project).",0
"Since the late 1990s, I have consistently built my own unique custom PCs—intricate setups with wires, tubes, and liquid cooling systems, often improvised from sardine cans, typically housed in makeshift wooden crates.","Since the late 90's, I have always built my own crazy custom PC, Frankenstein monsters full of wires and tubes and liquid cooling made out of sardine cans, the whole of which generally enclosed in a wooden crate of some sort. This kind of things :",1
"Since the late '90s, I’ve always built my own wild custom PCs—Frankenstein-like creations with wires, tubes, and liquid cooling systems made from sardine cans, all usually stuffed into some kind of wooden crate.","Since the late 90's, I have always built my own crazy custom PC, Frankenstein monsters full of wires and tubes and liquid cooling made out of sardine cans, the whole of which generally enclosed in a wooden crate of some sort. This kind of things :",1
